outer_fold,corridor,frontier_point_id,common_signal_count,comparison_status,left_hit_rate,right_hit_rate,delta_hit_rate,left_mean_regret_bps,right_mean_regret_bps,delta_mean_regret_bps
outer_2023,RUB_KGS,budget_09,51,active,0.6666666666666666,0.6666666666666666,0.0,70.15088550101764,70.15088550101764,0.0
outer_2023,RUB_KGS,budget_10,51,active,0.6666666666666666,0.6666666666666666,0.0,70.15088550101764,70.15088550101764,0.0
outer_2023,RUB_KGS,budget_11,51,active,0.6666666666666666,0.6666666666666666,0.0,70.15088550101764,70.15088550101764,0.0
outer_2023,RUB_KGS,budget_12,51,active,0.6666666666666666,0.6666666666666666,0.0,70.15088550101764,70.15088550101764,0.0
outer_2023,RUB_KGS,budget_13,51,active,0.6666666666666666,0.6666666666666666,0.0,70.15088550101764,70.15088550101764,0.0
outer_2023,RUB_KZT,budget_00,6,active,1.0,1.0,0.0,2.7043933864166667,2.7043933864166667,0.0
outer_2023,RUB_KZT,budget_01,16,active,0.875,0.9375,0.0625,37.220976801375,18.92668431951875,-18.294292481856253
outer_2023,RUB_KZT,budget_02,19,active,0.8421052631578947,0.9473684210526315,0.10526315789473684,35.736618825694734,16.2623577026,-19.474261123094735
outer_2023,RUB_KZT,budget_03,23,active,0.8695652173913043,0.8695652173913043,0.0,27.359979442247827,27.463738830869566,0.10375938862173939
outer_2023,RUB_KZT,budget_04,25,active,0.88,0.88,0.0,25.494037563848,25.948064722551997,0.45402715870399746
outer_2023,RUB_KZT,budget_05,31,active,0.7419354838709677,0.8387096774193549,0.09677419354838712,43.144126654635485,33.55739404352903,-9.586732611106456
outer_2023,RUB_KZT,budget_06,35,active,0.6857142857142857,0.7142857142857143,0.02857142857142858,49.37741441704571,50.84299090957714,1.4655764925314259
outer_2023,RUB_KZT,budget_07,43,active,0.4883720930232558,0.5116279069767442,0.023255813953488413,81.11401096634185,79.43549515732325,-1.6785158090186059
outer_2023,RUB_KZT,budget_08,45,active,0.4888888888888889,0.4444444444444444,-0.04444444444444445,82.54497592743333,89.33068385200667,6.7857079245733445
outer_2023,RUB_KZT,budget_09,51,active,0.5098039215686274,0.5098039215686274,0.0,87.31938214381569,87.40941613705098,0.09003399323529493
outer_2023,RUB_KZT,budget_10,51,active,0.5098039215686274,0.5098039215686274,0.0,87.31938214381569,87.40941613705098,0.09003399323529493
outer_2023,RUB_KZT,budget_11,51,active,0.5098039215686274,0.5098039215686274,0.0,87.31938214381569,87.40941613705098,0.09003399323529493
outer_2023,RUB_KZT,budget_12,51,active,0.5098039215686274,0.5098039215686274,0.0,87.31938214381569,87.40941613705098,0.09003399323529493
outer_2023,RUB_KZT,budget_13,51,active,0.5098039215686274,0.5098039215686274,0.0,87.31938214381569,87.40941613705098,0.09003399323529493
outer_2023,RUB_TJS,budget_00,7,active,1.0,1.0,0.0,0.0,0.0,0.0
outer_2023,RUB_TJS,budget_01,16,active,0.8125,0.875,0.0625,22.922858105943753,17.3923858699625,-5.530472235981254
outer_2023,RUB_TJS,budget_02,23,active,0.782608695652174,0.8260869565217391,0.04347826086956519,31.836213297204345,30.231690421617387,-1.6045228755869587
outer_2023,RUB_TJS,budget_03,26,active,0.8076923076923077,0.8461538461538461,0.038461538461538436,29.16273771745769,25.783306500549998,-3.379431216907694
outer_2023,RUB_TJS,budget_04,32,active,0.875,0.84375,-0.03125,21.076757207621874,22.691684705181252,1.6149274975593784
outer_2023,RUB_TJS,budget_05,37,active,0.8648648648648649,0.8648648648648649,0.0,23.94962049720811,20.31333525727297,-3.6362852399351375
outer_2023,RUB_TJS,budget_06,38,active,0.8157894736842105,0.8157894736842105,0.0,25.698307707868423,30.40985157928421,4.711543871415788
outer_2023,RUB_TJS,budget_07,45,active,0.6,0.6444444444444445,0.04444444444444451,73.66457994540666,67.67082903725556,-5.9937509081511
outer_2023,RUB_TJS,budget_08,49,active,0.6122448979591837,0.5918367346938775,-0.020408163265306145,70.08485280793265,73.20929415541633,3.124441347483682
outer_2023,RUB_TJS,budget_09,51,active,0.6274509803921569,0.6274509803921569,0.0,72.04696855279019,72.04696855279019,0.0
outer_2023,RUB_TJS,budget_10,51,active,0.6274509803921569,0.6274509803921569,0.0,72.04696855279019,72.04696855279019,0.0
outer_2023,RUB_TJS,budget_11,51,active,0.6274509803921569,0.6274509803921569,0.0,72.04696855279019,72.04696855279019,0.0
outer_2023,RUB_TJS,budget_12,51,active,0.6274509803921569,0.6274509803921569,0.0,72.04696855279019,72.04696855279019,0.0
