hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters,corridor,path
H002_combined_factors,3,per_corridor,logistic,2024,0.6304424466772431,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_TJS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_TJS_logistic_h3_2024.joblib
H002_combined_factors,3,per_corridor,logistic,2024,0.6565089779005524,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_UZS_logistic_h3_2024.joblib
H002_combined_factors,3,per_corridor,logistic,2024,0.60539914468995,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KGS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KGS_logistic_h3_2024.joblib
H002_combined_factors,3,per_corridor,logistic,2024,0.6105982905982905,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_AMD,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_AMD_logistic_h3_2024.joblib
H002_combined_factors,3,per_corridor,logistic,2024,0.6424410343847684,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KZT,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KZT_logistic_h3_2024.joblib
H002_combined_factors,3,per_corridor,logistic,2025,0.6487232574189096,26,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_TJS_logistic_h3_2025.joblib
H002_combined_factors,3,per_corridor,logistic,2025,0.6886317115414896,26,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_UZS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_UZS_logistic_h3_2025.joblib
H002_combined_factors,3,per_corridor,logistic,2025,0.6410513979574752,26,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_KGS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KGS_logistic_h3_2025.joblib
H002_combined_factors,3,per_corridor,logistic,2025,0.6045335658238884,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_AMD,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_AMD_logistic_h3_2025.joblib
H002_combined_factors,3,per_corridor,logistic,2025,0.664956120779414,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KZT_logistic_h3_2025.joblib
H002_combined_factors,3,per_corridor,logistic,2026,0.7198862786173875,26,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_TJS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_TJS_logistic_h3_2026.joblib
H002_combined_factors,3,per_corridor,logistic,2026,0.6240688067181362,26,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_UZS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_UZS_logistic_h3_2026.joblib
H002_combined_factors,3,per_corridor,logistic,2026,0.7165802362431576,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KGS_logistic_h3_2026.joblib
H002_combined_factors,3,per_corridor,logistic,2026,0.7382550335570471,26,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_AMD,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_AMD_logistic_h3_2026.joblib
H002_combined_factors,3,per_corridor,logistic,2026,0.6354137642797436,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KZT,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KZT_logistic_h3_2026.joblib
