hypothesis_id,horizon_days,epsilon_bps,strategy,model,test_year,validation_auc,validation_pr_auc,train_rows,validation_rows,feature_count,train_target_rate,validation_target_rate,hyperparameters,corridor
H008_pooling_ablation,3,50,per_corridor,random_forest,2026,0.7032555459521751,0.8147277689656198,2056,245,52,0.6819066147859922,0.636734693877551,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KGS
H008_pooling_ablation,3,50,per_corridor,random_forest,2026,0.7278383668903804,0.8231774413560409,2054,245,52,0.6801363193768257,0.6081632653061224,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_AMD
H008_pooling_ablation,3,50,per_corridor,random_forest,2026,0.6107550849818891,0.7318695771789407,2055,245,52,0.678345498783455,0.6040816326530613,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KZT
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,logistic,2022,0.6586752878094937,0.8140852410476984,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,logistic,2023,0.6482890044374269,0.6907547475615411,6556,1219,57,0.6851738865161684,0.5529122231337161,"{""C"": 10.0, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,logistic,2024,0.5881562970197715,0.7893362373687389,7790,1225,57,0.6650834403080873,0.7191836734693877,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,logistic,2025,0.6588242957173099,0.803417657633241,9030,1235,57,0.6718715393133998,0.7206477732793523,"{""C"": 10.0, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,logistic,2026,0.6869801258116655,0.7699324806816676,10275,1225,57,0.6776642335766423,0.6155102040816327,"{""C"": 0.1, ""class_weight"": ""balanced""}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,random_forest,2022,0.6424727960889449,0.7962450997256659,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,random_forest,2023,0.6036397789453625,0.6698217047755123,6556,1219,57,0.6851738865161684,0.5529122231337161,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,random_forest,2024,0.6267488055328247,0.8196951222131136,7790,1225,57,0.6650834403080873,0.7191836734693877,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,random_forest,2025,0.684149161374369,0.8422872753258294,9030,1235,57,0.6718715393133998,0.7206477732793523,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,random_forest,2026,0.6936508472858132,0.7844573536088466,10275,1225,57,0.6776642335766423,0.6155102040816327,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,logistic,2022,0.6580760132471218,0.8128640401622902,5318,1223,52,0.6820233170364799,0.6950122649223222,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,logistic,2023,0.6439141915988349,0.6923539770886555,6556,1219,52,0.6851738865161684,0.5529122231337161,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,logistic,2024,0.5940362431697594,0.7934166139313633,7790,1225,52,0.6650834403080873,0.7191836734693877,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,logistic,2025,0.6605503989578244,0.8046823700153395,9030,1235,52,0.6718715393133998,0.7206477732793523,"{""C"": 10.0, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,logistic,2026,0.6834800385206711,0.7700422968977538,10275,1225,52,0.6776642335766423,0.6155102040816327,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,random_forest,2022,0.6437186563633497,0.8006321890958296,5318,1223,52,0.6820233170364799,0.6950122649223222,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,random_forest,2023,0.6135259848092995,0.680975998728534,6556,1219,52,0.6851738865161684,0.5529122231337161,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,random_forest,2024,0.6222910012406621,0.8210694181333081,7790,1225,52,0.6650834403080873,0.7191836734693877,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,random_forest,2025,0.6911838462791078,0.8423779043751235,9030,1235,52,0.6718715393133998,0.7206477732793523,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled_without_corridor_feature,random_forest,2026,0.6940126825367325,0.7851568311206849,10275,1225,52,0.6776642335766423,0.6155102040816327,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled,logistic,2022,0.6586752878094937,0.8140852410476984,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled,logistic,2023,0.6482890044374269,0.6907547475615411,6556,1219,57,0.6851738865161684,0.5529122231337161,"{""C"": 10.0, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled,logistic,2024,0.5881562970197715,0.7893362373687389,7790,1225,57,0.6650834403080873,0.7191836734693877,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H008_pooling_ablation,3,50,pooled,logistic,2025,0.6588242957173099,0.803417657633241,9030,1235,57,0.6718715393133998,0.7206477732793523,"{""C"": 10.0, ""class_weight"": ""none""}",ALL
H008_pooling_ablation,3,50,pooled,logistic,2026,0.6869801258116655,0.7699324806816676,10275,1225,57,0.6776642335766423,0.6155102040816327,"{""C"": 0.1, ""class_weight"": ""balanced""}",ALL
H008_pooling_ablation,3,50,pooled,random_forest,2022,0.6424727960889449,0.7962450997256659,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled,random_forest,2023,0.6036397789453625,0.6698217047755123,6556,1219,57,0.6851738865161684,0.5529122231337161,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled,random_forest,2024,0.6267488055328247,0.8196951222131136,7790,1225,57,0.6650834403080873,0.7191836734693877,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled,random_forest,2025,0.684149161374369,0.8422872753258294,9030,1235,57,0.6718715393133998,0.7206477732793523,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
H008_pooling_ablation,3,50,pooled,random_forest,2026,0.6936508472858132,0.7844573536088466,10275,1225,57,0.6776642335766423,0.6155102040816327,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",ALL
