outer_fold,corridor,requested_signals_per_week,frontier_status_left,signals_per_week_left,signal_hit_rate_left,matched_random_hit_rate_left,lift_left,mean_realized_regret_bps_left,frontier_status_right,signals_per_week_right,signal_hit_rate_right,matched_random_hit_rate_right,lift_right,mean_realized_regret_bps_right,delta_hit_rate,delta_mean_regret_bps,frequency_gap_per_week
outer_2024,RUB_KGS,1.1,active,1.0327868852459017,0.6296296296296297,0.7135,0.8824521788782476,64.69815942629815,active,1.0327868852459017,0.6296296296296297,0.7135,0.8824521788782476,68.05436158934259,0.0,3.3562021630444434,0.0
outer_2024,RUB_KGS,1.2,active,1.0327868852459017,0.6296296296296297,0.7153333333333333,0.8801905353629492,64.69815942629815,active,1.0327868852459017,0.6296296296296297,0.7153333333333333,0.8801905353629492,68.05436158934259,0.0,3.3562021630444434,0.0
outer_2024,RUB_KGS,1.3,active,1.0327868852459017,0.6296296296296297,0.7161666666666666,0.8791663434437463,64.69815942629815,active,1.0327868852459017,0.6296296296296297,0.7161666666666666,0.8791663434437463,68.05436158934259,0.0,3.3562021630444434,0.0
outer_2024,RUB_KGS,1.4,active,1.0327868852459017,0.6296296296296297,0.7136574074074074,0.8822575413558224,64.69815942629815,active,1.0327868852459017,0.6296296296296297,0.7136574074074074,0.8822575413558224,68.05436158934259,0.0,3.3562021630444434,0.0
outer_2024,RUB_KZT,0.1,active,0.2486338797814207,0.8461538461538461,0.6802692307692307,1.2438514162944536,17.12504680896923,active,0.3633879781420765,0.7894736842105263,0.6981052631578948,1.1308805790108565,17.77679727003158,-0.05668016194331982,0.651750461062349,0.11475409836065581
outer_2024,RUB_KZT,0.2,active,0.4590163934426229,0.8333333333333334,0.7276666666666668,1.1452130096197892,16.588636246395833,active,0.5355191256830601,0.8214285714285714,0.7057857142857143,1.1638498127719863,20.579894574585715,-0.011904761904761973,3.9912583281898826,0.07650273224043724
outer_2024,RUB_KZT,0.3,active,0.6693989071038251,0.7714285714285715,0.7027285714285714,1.0977617856925048,20.95016463988,active,0.6693989071038251,0.8285714285714286,0.7147571428571428,1.1592349049627249,27.97322881239429,0.05714285714285716,7.023064172514289,0.0
outer_2024,RUB_KZT,0.4,active,0.7841530054644809,0.8292682926829268,0.7005853658536585,1.1836791533212645,17.15512462634878,active,0.726775956284153,0.868421052631579,0.7207368421052631,1.204907258653425,23.15810339216316,0.039152759948652194,6.00297876581438,-0.05737704918032782
outer_2024,RUB_KZT,0.5,active,0.8415300546448088,0.8181818181818182,0.6595681818181818,1.2404810309775682,33.51904077195455,active,0.7841530054644809,0.8292682926829268,0.713060975609756,1.1629696772759146,28.857986803012192,0.011086474501108556,-4.661053968942358,-0.05737704918032793
outer_2024,RUB_KZT,0.6,active,0.8989071038251366,0.8085106382978723,0.667031914893617,1.2121018803527854,48.49696121456597,active,0.8415300546448088,0.7727272727272727,0.6838295454545456,1.1299998338235535,47.51437436861364,-0.03578336557059958,-0.9825868459523335,-0.05737704918032782
