metric,estimate,ci_low,ci_high,bootstrap_se,probability_delta_gt_zero,probability_lift_ge_1_3,probability_improvement,replicates,variant,corridor,baseline,random_mode,universe_id,outcome_id,artifact_schema_version,evaluation_protocol_version,policy_version,matched_random_version
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6765158152491896,0.5861739522472081,0.7578960131332539,0.046124643145212425,,,,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.023343303141583897,-0.047872803193605984,0.09981945604416334,0.039452210552867795,0.715,,0.715,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.033903029763677,0.929127107072391,1.1454845976761816,0.05876958285740739,,0.0,,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.08384708465128,,,,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,69.98799937704501,49.21995844180815,93.85949288068853,12.54542891445526,,,,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-5.879684830407825,-27.73051718635442,13.435631545478136,10.318928770634345,,,0.71,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-11.34838689888371,-60.36099368906604,30.052782408675146,22.412273460749038,,,0.655,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-12.5672003016155,-104.58778911975502,54.41477714202502,44.78820360966543,,,0.505,200,operating,RUB_AMD,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5499142302907155,0.48269726566349364,0.6055035142604794,0.03166518058128494,,,,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.14994488810005802,0.051710444603415895,0.2414281855494377,0.0506930316945567,1.0,,1.0,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.272274671610119,1.0933120032047554,1.4241551503538608,0.0903045361553643,,0.405,,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.08384708465128,,,,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,101.63167712063574,79.5166586552086,129.0086091089926,14.481768368606215,,,,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-37.523362573998554,-55.35703467775437,-19.59654102911609,9.295098603596804,,,1.0,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-23.671107758384693,-61.34365879294129,23.216938643185614,21.01146526479496,,,0.88,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-85.45294373666151,-179.1176420770975,-10.485662749644984,44.6100360769797,,,0.995,200,operating,RUB_AMD,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6351807668363542,0.5732141528451908,0.6841831587509473,0.031589686905145214,,,,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.06467835155441932,-0.03917143028163929,0.15476347042763466,0.05079698749800755,0.88,,0.88,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.1011171123395909,0.9335850355277902,1.2365187227065626,0.07962595459698657,,0.005,,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.08384708465128,,,,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,77.42225930328463,60.420640899197764,100.48174641267754,10.914534161478054,,,,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-13.313944756647448,-28.82006489240849,6.89458634538275,9.482568818813599,,,0.895,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-6.27573064323042,-36.12644754548384,29.87260993976563,17.613724333184763,,,0.64,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-24.640006845898498,-102.82749530505252,33.049918743295,38.01082264242772,,,0.67,200,operating,RUB_AMD,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.5311726943613315,0.4224789278144666,0.636978484216424,0.05361447844966733,,,,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.16868642402944203,0.09199341994198061,0.2660932888445244,0.04523636299511477,1.0,,1.0,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.3218857688126724,1.163263929555562,1.5294901222314043,0.09676806111614142,,0.565,,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.08384708465128,,,,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,71.01556939834354,50.55005982863038,94.9279449475619,12.665304597634783,,,,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,-6.907254851706367,-27.36487363731276,13.196479007110893,10.396686149787765,,,0.735,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,46.492532200077,6.099245504729362,88.5893772982744,20.409785517709278,,,0.01,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-17.8024265190375,-112.95849300198249,52.996213214129995,46.72253637241954,,,0.55,200,operating,RUB_AMD,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.40480653273932765,0.3359295781950413,0.4743112491770975,0.033984575899887515,,,,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.2950525856514458,0.18600457917099736,0.401092037496913,0.057492531428064965,1.0,,1.0,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.7343903665770262,1.4461245676710799,2.0119969244636646,0.15788979703507175,,0.995,,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.08384708465128,,,,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,98.07198362643514,76.47547062391303,127.49474298695966,14.507083148373084,,,,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,-33.96366907979794,-51.63125950720639,-14.815727173265982,9.884656033161631,,,1.0,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,32.275868576211685,-6.902988723039019,73.23930447167736,20.738383691414985,,,0.06,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-86.4376751764045,-181.39155655534503,-5.2864966428050035,49.313832624118994,,,0.995,200,operating,RUB_AMD,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.4660495997379789,0.3829911163258464,0.5463148460874654,0.037839930402421756,,,,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.23380951865279456,0.11924030059448033,0.34045735682885236,0.057942000130066854,1.0,,1.0,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.5060646152036639,1.2573880051266975,1.7665968295056802,0.13680785376782176,,0.93,,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.08384708465128,,,,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,79.32132046027202,61.189270305205326,102.33117016194961,11.698453485223837,,,,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,-15.213005913634834,-32.60429593990675,4.316851444261557,9.690186077159094,,,0.925,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,49.246470922418375,18.87996351650126,92.41265171064974,18.392054821330966,,,0.005,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-23.532549650622,-100.5269743347475,30.10008186637252,36.94953822735279,,,0.64,200,operating,RUB_AMD,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.706197869529406,0.5844033626079674,0.8190604641031014,0.05907839443555628,,,,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,-0.006338751138632543,-0.03985338910338916,0.026282926536067088,0.017904423836208876,0.36,,0.36,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,0.990394328225911,0.9385189788830043,1.0355170846075237,0.026115682218781543,,0.0,,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.083847084651278,,,,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,58.5882065945079,37.51660563581167,88.22522200812527,13.296471407462063,,,,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,5.520107952129291,-0.5449200840968286,13.325548795417772,3.753554699979999,,,0.05,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,10.940631735336401,-3.9491970747668805,26.94905491948659,8.045877849169852,,,0.095,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,11.12569329809,-39.874253478010004,71.70895794631755,26.609861671455718,,,0.09,200,operating,RUB_AMD,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6505620709947024,0.565491449579664,0.7417370534463323,0.04599009843676603,,,,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.04929704739607109,-0.025513977176320035,0.11773517542484578,0.03800642885007099,0.885,,0.885,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.0751923721348104,0.9595453770466438,1.186013446162276,0.05859335154760339,,0.0,,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.083847084651278,,,,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,85.7241839614325,60.10836643709323,122.70322521683114,17.34023617790497,,,,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-21.615869414795316,-39.21767781506899,-6.059350201994078,8.935403809373799,,,0.995,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-35.436534359119385,-76.36171674593542,8.1621150193075,20.866763606096082,,,0.96,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-55.383829253755,-145.87269599934748,1.2919932232750766,44.41723379775296,,,0.91,200,operating,RUB_AMD,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6998591183907736,0.5553990610328638,0.8364004914004913,0.06598911258403532,,,,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6732903011719441,0.5768034301644841,0.7577252074468962,0.0445367216513599,,,,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.02656881721882948,-0.04554186853124024,0.08691301066229673,0.03725940529256924,0.785,,0.785,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.0385357466619514,0.9326603633102866,1.137626013400356,0.05559966363812778,,0.0,,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.10831454663719,38.897664062381686,99.26933100548632,15.083847084651278,,,,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,73.9981856479546,51.53966866920972,104.02501303727675,13.807141256785918,,,,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-9.889871101317425,-25.841697869515606,4.13815184608993,8.037927114944347,,,0.895,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-16.556672735094523,-48.74726180687236,16.287981100984723,16.160802457454114,,,0.895,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-12.968439396804502,-84.1610661029275,29.372796189300004,31.240697229183066,,,0.55,200,operating,RUB_AMD,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6331953230235571,0.5322968697968697,0.7466708860759494,0.05499343561037067,,,,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6744123409397059,0.6046638044163886,0.7425449948553878,0.03554757851314001,,,,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,-0.04121701791614873,-0.10615344103734337,0.01673486664020039,0.033160973381001796,0.1,,0.1,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,0.9380058595586229,0.8293234362139917,1.0222890648773215,0.05029947706919486,,0.0,,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,84.6356353500982,55.83460026222543,119.73317560703555,16.463569561982872,,,,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,81.9916655364216,58.69230331409505,111.69264527329945,14.193555536227759,,,,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,2.6439698136765752,-11.425677525353542,16.024556494749554,6.952971832425245,,,0.35,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-16.337015934762768,-46.650665086178485,13.792323275877902,14.760896342929545,,,0.865,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,22.565680699739,-41.06376229122247,126.1826183359,41.09846056844226,,,0.16,200,operating,RUB_KGS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6331953230235571,0.5322968697968697,0.7466708860759494,0.05499343561037067,,,,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5603620902207044,0.4920579021860039,0.6190221143118356,0.03272748842761895,,,,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.07283323280285267,-0.01072121712389295,0.1565963504384347,0.04538323237556849,0.945,,0.945,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.1306812291703268,0.9795518737092442,1.2952262227853617,0.0825755865379607,,0.02,,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,84.6356353500982,55.83460026222543,119.73317560703555,16.463569561982872,,,,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,110.50114728352823,83.06692335984405,145.7738876393871,16.438221944492533,,,,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-25.865511933430042,-45.02473539898863,-7.917081097314228,10.234515036439152,,,0.99,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-24.156971528006775,-60.56618121230063,8.764040561261439,17.067944090908075,,,0.925,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-42.303376079279495,-145.228682836895,50.9783657100625,50.489439474056816,,,0.765,200,operating,RUB_KGS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
