indicator,corridor,horizon_days,test_year,threshold,signals,signals_per_week,signal_hit_rate,random_hit_rate,lift
reversal,RUB_KZT,5,2022,-0.01230161477800454,20,0.3954802259887006,0.4,0.25616666666666665,1.561483409238777
seasonality,RUB_KZT,5,2022,0.6459561128526651,22,0.43502824858757067,0.45454545454545453,0.24590909090909088,1.8484288354898337
momentum,RUB_KZT,5,2023,-0.009001806424311115,44,0.8700564971751413,0.5,0.4959090909090909,1.008249312557287
level,RUB_KZT,5,2023,-0.13899306785470772,51,1.0084745762711864,0.45098039215686275,0.5133986928104575,0.8784213876511777
reversal,RUB_KZT,5,2023,-0.03463295773707477,28,0.5536723163841808,0.5,0.569047619047619,0.8786610878661089
seasonality,RUB_KZT,5,2023,0.5757575757575758,37,0.731638418079096,0.4864864864864865,0.5220720720720721,0.9318377911993098
momentum,RUB_KZT,5,2024,-0.00927174774071402,52,1.0282485875706215,0.5192307692307693,0.5449999999999999,0.9527170077628795
level,RUB_KZT,5,2024,-0.11272758152605239,54,1.0677966101694916,0.5370370370370371,0.5546913580246914,0.9681727131092811
reversal,RUB_KZT,5,2024,-0.11492605853182732,54,1.0677966101694916,0.5370370370370371,0.5541358024691357,0.969143366380751
seasonality,RUB_KZT,5,2024,0.5921052631578947,27,0.5338983050847458,0.5555555555555556,0.518641975308642,1.071173530111878
momentum,RUB_KZT,5,2025,0.019286339858718825,18,0.3549295774647887,0.3888888888888889,0.3877777777777778,1.002865329512894
level,RUB_KZT,5,2025,-0.03368193208439102,47,0.9267605633802817,0.46808510638297873,0.4580851063829787,1.0218300046446818
reversal,RUB_KZT,5,2025,-0.0035321233334900293,23,0.4535211267605634,0.5217391304347826,0.3981159420289855,1.3105205678922462
seasonality,RUB_KZT,5,2025,0.5624632451216254,32,0.6309859154929577,0.375,0.45125,0.8310249307479225
momentum,RUB_KZT,5,2026,0.006392664474716828,19,0.5859030837004405,0.5789473684210527,0.4598245614035087,1.259061426936284
level,RUB_KZT,5,2026,-0.009640188099793456,12,0.3700440528634361,0.5,0.5755555555555555,0.8687258687258689
reversal,RUB_KZT,5,2026,-0.007753367710173388,10,0.3083700440528634,0.5,0.6010000000000001,0.8319467554076538
seasonality,RUB_KZT,5,2026,0.49206349206349204,33,1.0176211453744493,0.48484848484848486,0.5577777777777777,0.86925027164071
momentum,RUB_KZT,10,2022,0.0029969052037751276,41,0.8107344632768362,0.24390243902439024,0.23138211382113819,1.0541110330288124
level,RUB_KZT,10,2022,-0.008402034532443052,16,0.3163841807909605,0.1875,0.17375,1.0791366906474822
reversal,RUB_KZT,10,2022,-0.008039905959830005,16,0.3163841807909605,0.25,0.175,1.4285714285714286
seasonality,RUB_KZT,10,2022,0.45121951219512196,27,0.5338983050847458,0.2222222222222222,0.17580246913580247,1.2640449438202246
momentum,RUB_KZT,10,2023,-0.09202237521243009,51,1.0084745762711864,0.4117647058823529,0.44032679738562097,0.9351343327890751
level,RUB_KZT,10,2023,-0.12932113361883982,51,1.0084745762711864,0.45098039215686275,0.442483660130719,1.0192023633677991
reversal,RUB_KZT,10,2023,-0.1205087364063073,51,1.0084745762711864,0.43137254901960786,0.43692810457516346,0.9872849663425579
seasonality,RUB_KZT,10,2023,0.3658907624633432,43,0.8502824858757062,0.4186046511627907,0.43077519379844964,0.9717473456901206
momentum,RUB_KZT,10,2024,-0.003763195601998004,48,0.9491525423728814,0.3958333333333333,0.41201388888888896,0.9607281307938647
level,RUB_KZT,10,2024,-0.12095385967605972,54,1.0677966101694916,0.3888888888888889,0.4183950617283951,0.9294777220419003
reversal,RUB_KZT,10,2024,-0.0533404956696814,53,1.0480225988700564,0.39622641509433965,0.41194968553459127,0.9618320610687021
seasonality,RUB_KZT,10,2024,0.4337075757575762,27,0.5338983050847458,0.4074074074074074,0.36864197530864196,1.1051574012056262
momentum,RUB_KZT,10,2025,0.018508529214402263,18,0.3549295774647887,0.2777777777777778,0.23222222222222225,1.1961722488038278
level,RUB_KZT,10,2025,-0.021833279194908572,41,0.8084507042253521,0.36585365853658536,0.28512195121951217,1.2831479897348161
reversal,RUB_KZT,10,2025,-0.01981454241864755,40,0.7887323943661971,0.375,0.2823333333333333,1.3282172373081464
seasonality,RUB_KZT,10,2025,0.3563218390804598,45,0.8873239436619718,0.28888888888888886,0.2911111111111111,0.9923664122137404
momentum,RUB_KZT,10,2026,0.006268007768903419,19,0.6018099547511312,0.42105263157894735,0.33421052631578946,1.2598425196850394
level,RUB_KZT,10,2026,-0.007040581395310418,11,0.34841628959276016,0.36363636363636365,0.4748484848484848,0.7657945118059988
reversal,RUB_KZT,10,2026,-0.006895575650511052,9,0.2850678733031674,0.3333333333333333,0.5033333333333333,0.6622516556291391
seasonality,RUB_KZT,10,2026,0.4397757731958765,11,0.34841628959276016,0.5454545454545454,0.4530303030303031,1.204013377926421
momentum,RUB_KZT,20,2022,-0.005293277200737248,46,0.9096045197740114,0.1956521739130435,0.17615942028985507,1.1106540518305226
level,RUB_KZT,20,2022,-0.01226892618467251,18,0.3559322033898305,0.2222222222222222,0.14555555555555558,1.526717557251908
reversal,RUB_KZT,20,2022,-0.010697889387879,17,0.3361581920903955,0.23529411764705882,0.1507843137254902,1.5604681404421326
seasonality,RUB_KZT,20,2022,0.22859645102147721,41,0.8107344632768362,0.1951219512195122,0.15528455284552845,1.2565445026178013
momentum,RUB_KZT,20,2023,-0.009782078190032439,44,0.8700564971751413,0.3181818181818182,0.3656060606060606,0.8702859510982179
level,RUB_KZT,20,2023,-0.013230755135113348,16,0.3163841807909605,0.1875,0.486875,0.3851091142490372
reversal,RUB_KZT,20,2023,-0.018893834398897816,23,0.4548022598870057,0.21739130434782608,0.5076811594202898,0.42820439623180134
seasonality,RUB_KZT,20,2023,0.25757575757575757,36,0.711864406779661,0.4166666666666667,0.4179629629629629,0.9968985378821446
momentum,RUB_KZT,20,2024,-0.04913555033526662,54,1.0677966101694916,0.2962962962962963,0.30864197530864196,0.96
level,RUB_KZT,20,2024,-0.12590053371345486,54,1.0677966101694916,0.2962962962962963,0.31179012345679014,0.9503068699267471
reversal,RUB_KZT,20,2024,-0.05334943298366071,53,1.0480225988700564,0.3018867924528302,0.3086792452830189,0.9779951100244498
seasonality,RUB_KZT,20,2024,0.32183129370629376,17,0.3361581920903955,0.23529411764705882,0.46627450980392154,0.5046257359125316
momentum,RUB_KZT,20,2025,-0.004175793959416946,49,0.9661971830985915,0.16326530612244897,0.19047619047619047,0.8571428571428571
level,RUB_KZT,20,2025,-0.012839335724285578,32,0.6309859154929577,0.3125,0.15447916666666667,2.0229265003371544
reversal,RUB_KZT,20,2025,-0.020064887239693727,40,0.7887323943661971,0.275,0.16674999999999998,1.6491754122938533
seasonality,RUB_KZT,20,2025,0.189873417721519,49,0.9661971830985915,0.22448979591836735,0.1929251700680272,1.16361071932299
momentum,RUB_KZT,20,2026,0.00878049394861227,17,0.5613207547169812,0.4117647058823529,0.3019607843137255,1.3636363636363633
level,RUB_KZT,20,2026,-0.006426550060069661,9,0.2971698113207547,0.3333333333333333,0.5118518518518518,0.6512301013024603
reversal,RUB_KZT,20,2026,-0.006708588860682057,9,0.2971698113207547,0.3333333333333333,0.5081481481481482,0.6559766763848395
seasonality,RUB_KZT,20,2026,0.25888324873096447,27,0.8915094339622642,0.4074074074074074,0.3358024691358024,1.2132352941176472
